audioLanguageSlug,coreLanguageId,poolKey,themeUnique,sharedWithStart,additionalBeyondStart,unionWithStart
mixteco-metlatonoc,8193,love-and-belonging,12,12,0,35
mixteco-metlatonoc,8193,forgiveness-and-new-beginnings,7,7,0,35
mixteco-metlatonoc,8193,exploring-jesus,21,21,0,35
mixteco-monte-verde,23992,meaning-and-purpose,18,18,0,35
mixteco-monte-verde,23992,hope-and-perseverance,16,16,0,35
mixteco-monte-verde,23992,love-and-belonging,12,12,0,35
mixteco-monte-verde,23992,forgiveness-and-new-beginnings,7,7,0,35
mixteco-monte-verde,23992,exploring-jesus,21,21,0,35
mixteco-northwest-oaxaca,8202,meaning-and-purpose,18,18,0,35
mixteco-northwest-oaxaca,8202,hope-and-perseverance,16,16,0,35
mixteco-northwest-oaxaca,8202,love-and-belonging,12,12,0,35
mixteco-northwest-oaxaca,8202,forgiveness-and-new-beginnings,7,7,0,35
mixteco-northwest-oaxaca,8202,exploring-jesus,21,21,0,35
mixteco-potoichan,184832,meaning-and-purpose,18,18,0,35
mixteco-potoichan,184832,hope-and-perseverance,16,16,0,35
mixteco-potoichan,184832,love-and-belonging,12,12,0,35
mixteco-potoichan,184832,forgiveness-and-new-beginnings,7,7,0,35
mixteco-potoichan,184832,exploring-jesus,21,21,0,35
mixteco-santa-maria-apasco,8296,meaning-and-purpose,18,18,0,35
mixteco-santa-maria-apasco,8296,hope-and-perseverance,16,16,0,35
mixteco-santa-maria-apasco,8296,love-and-belonging,12,12,0,35
mixteco-santa-maria-apasco,8296,forgiveness-and-new-beginnings,7,7,0,35
mixteco-santa-maria-apasco,8296,exploring-jesus,21,21,0,35
mixteco-silacayoapan,8287,meaning-and-purpose,18,18,0,35
mixteco-silacayoapan,8287,hope-and-perseverance,16,16,0,35
mixteco-silacayoapan,8287,love-and-belonging,12,12,0,35
mixteco-silacayoapan,8287,forgiveness-and-new-beginnings,7,7,0,35
mixteco-silacayoapan,8287,exploring-jesus,21,21,0,35
mixteco-southern-puebla,8293,meaning-and-purpose,18,18,0,35
mixteco-southern-puebla,8293,hope-and-perseverance,16,16,0,35
mixteco-southern-puebla,8293,love-and-belonging,12,12,0,35
mixteco-southern-puebla,8293,forgiveness-and-new-beginnings,7,7,0,35
mixteco-southern-puebla,8293,exploring-jesus,21,21,0,35
mixteco-terroro-venado,24007,meaning-and-purpose,18,18,0,35
mixteco-terroro-venado,24007,hope-and-perseverance,16,16,0,35
mixteco-terroro-venado,24007,love-and-belonging,12,12,0,35
mixteco-terroro-venado,24007,forgiveness-and-new-beginnings,7,7,0,35
mixteco-terroro-venado,24007,exploring-jesus,21,21,0,35
miya,9461,meaning-and-purpose,18,18,0,35
miya,9461,hope-and-perseverance,16,16,0,35
miya,9461,love-and-belonging,12,12,0,35
miya,9461,forgiveness-and-new-beginnings,7,7,0,35
miya,9461,exploring-jesus,21,21,0,35
mizo-lushai,23578,meaning-and-purpose,18,18,0,35
mizo-lushai,23578,hope-and-perseverance,16,16,0,35
mizo-lushai,23578,love-and-belonging,12,12,0,35
mizo-lushai,23578,forgiveness-and-new-beginnings,7,7,0,35
mizo-lushai,23578,exploring-jesus,21,21,0,35
mmen,139817,meaning-and-purpose,18,18,0,35
mmen,139817,hope-and-perseverance,16,16,0,35
mmen,139817,love-and-belonging,12,12,0,35
mmen,139817,forgiveness-and-new-beginnings,7,7,0,35
mmen,139817,exploring-jesus,21,21,0,35
mnong-central,2159,meaning-and-purpose,18,18,0,35
mnong-central,2159,hope-and-perseverance,16,16,0,35
mnong-central,2159,love-and-belonging,12,12,0,35
mnong-central,2159,forgiveness-and-new-beginnings,7,7,0,35
mnong-central,2159,exploring-jesus,21,21,0,35
mnong-rlam,19200,meaning-and-purpose,18,18,0,35
mnong-rlam,19200,hope-and-perseverance,16,16,0,35
mnong-rlam,19200,love-and-belonging,12,12,0,35
mnong-rlam,19200,forgiveness-and-new-beginnings,7,7,0,35
mnong-rlam,19200,exploring-jesus,21,21,0,35
moba,2029,meaning-and-purpose,23,23,0,60
moba,2029,hope-and-perseverance,27,27,0,60
moba,2029,love-and-belonging,22,21,1,61
moba,2029,forgiveness-and-new-beginnings,13,12,1,61
moba,2029,exploring-jesus,39,39,0,60
mochi,144705,meaning-and-purpose,18,18,0,35
mochi,144705,hope-and-perseverance,16,16,0,35
mochi,144705,love-and-belonging,12,12,0,35
mochi,144705,forgiveness-and-new-beginnings,7,7,0,35
mochi,144705,exploring-jesus,21,21,0,35
modole,17075,meaning-and-purpose,18,18,0,35
modole,17075,hope-and-perseverance,16,16,0,35
modole,17075,love-and-belonging,12,12,0,35
modole,17075,forgiveness-and-new-beginnings,7,7,0,35
modole,17075,exploring-jesus,21,21,0,35
mofu-gudur,23922,meaning-and-purpose,18,18,0,35
mofu-gudur,23922,hope-and-perseverance,16,16,0,35
mofu-gudur,23922,love-and-belonging,12,12,0,35
mofu-gudur,23922,forgiveness-and-new-beginnings,7,7,0,35
mofu-gudur,23922,exploring-jesus,21,21,0,35
moken,101562,meaning-and-purpose,18,18,0,35
moken,101562,hope-and-perseverance,16,16,0,35
moken,101562,love-and-belonging,12,12,0,35
moken,101562,forgiveness-and-new-beginnings,7,7,0,35
moken,101562,exploring-jesus,21,21,0,35
moksha,18487,meaning-and-purpose,18,18,0,35
moksha,18487,hope-and-perseverance,16,16,0,35
moksha,18487,love-and-belonging,12,12,0,35
moksha,18487,forgiveness-and-new-beginnings,7,7,0,35
moksha,18487,exploring-jesus,21,21,0,35
molbog,12603,meaning-and-purpose,18,18,0,35
molbog,12603,hope-and-perseverance,16,16,0,35
molbog,12603,love-and-belonging,12,12,0,35
molbog,12603,forgiveness-and-new-beginnings,7,7,0,35
molbog,12603,exploring-jesus,21,21,0,35
moma,101665,meaning-and-purpose,18,18,0,35
moma,101665,hope-and-perseverance,16,16,0,35
moma,101665,love-and-belonging,12,12,0,35
moma,101665,forgiveness-and-new-beginnings,7,7,0,35
moma,101665,exploring-jesus,21,21,0,35
mon,20010,meaning-and-purpose,18,18,0,35
mon,20010,hope-and-perseverance,16,16,0,35
mon,20010,love-and-belonging,12,12,0,35
mon,20010,forgiveness-and-new-beginnings,7,7,0,35
mon,20010,exploring-jesus,21,21,0,35
mongo-nkundu,15300,meaning-and-purpose,18,18,0,35
mongo-nkundu,15300,hope-and-perseverance,16,16,0,35
mongo-nkundu,15300,love-and-belonging,12,12,0,35
mongo-nkundu,15300,forgiveness-and-new-beginnings,7,7,0,35
mongo-nkundu,15300,exploring-jesus,21,21,0,35
mongolian-halh,18259,meaning-and-purpose,28,28,0,82
mongolian-halh,18259,hope-and-perseverance,30,29,1,83
mongolian-halh,18259,love-and-belonging,32,30,2,84
mongolian-halh,18259,forgiveness-and-new-beginnings,20,19,1,83
mongolian-halh,18259,exploring-jesus,54,54,0,82
mongondow,17467,meaning-and-purpose,18,18,0,35
mongondow,17467,hope-and-perseverance,16,16,0,35
mongondow,17467,love-and-belonging,12,12,0,35
mongondow,17467,forgiveness-and-new-beginnings,7,7,0,35
mongondow,17467,exploring-jesus,21,21,0,35
mono,20007,meaning-and-purpose,18,18,0,35
mono,20007,hope-and-perseverance,16,16,0,35
mono,20007,love-and-belonging,12,12,0,35
mono,20007,forgiveness-and-new-beginnings,7,7,0,35
mono,20007,exploring-jesus,21,21,0,35
moore,2028,meaning-and-purpose,24,24,0,72
moore,2028,hope-and-perseverance,30,29,1,73
moore,2028,love-and-belonging,30,28,2,74
moore,2028,forgiveness-and-new-beginnings,19,18,1,73
moore,2028,exploring-jesus,44,44,0,72
moro,13889,meaning-and-purpose,18,18,0,35
moro,13889,hope-and-perseverance,16,16,0,35
moro,13889,love-and-belonging,12,12,0,35
moro,13889,forgiveness-and-new-beginnings,7,7,0,35
moro,13889,exploring-jesus,21,21,0,35
moru,13901,meaning-and-purpose,18,18,0,35
moru,13901,hope-and-perseverance,16,16,0,35
moru,13901,love-and-belonging,12,12,0,35
moru,13901,forgiveness-and-new-beginnings,7,7,0,35
moru,13901,exploring-jesus,21,21,0,35
mosiye,140404,meaning-and-purpose,18,18,0,35
mosiye,140404,hope-and-perseverance,16,16,0,35
mosiye,140404,love-and-belonging,12,12,0,35
mosiye,140404,forgiveness-and-new-beginnings,7,7,0,35
mosiye,140404,exploring-jesus,21,21,0,35
mouwase,141066,meaning-and-purpose,18,18,0,35
mouwase,141066,hope-and-perseverance,16,16,0,35
mouwase,141066,love-and-belonging,12,12,0,35
mouwase,141066,forgiveness-and-new-beginnings,7,7,0,35
mouwase,141066,exploring-jesus,21,21,0,35
mpoto,7791,meaning-and-purpose,18,18,0,35
mpoto,7791,hope-and-perseverance,16,16,0,35
mpoto,7791,love-and-belonging,12,12,0,35
mpoto,7791,forgiveness-and-new-beginnings,7,7,0,35
mpoto,7791,exploring-jesus,21,21,0,35
mpyemo,3207,meaning-and-purpose,18,18,0,35
mpyemo,3207,hope-and-perseverance,16,16,0,35
mpyemo,3207,love-and-belonging,12,12,0,35
mpyemo,3207,forgiveness-and-new-beginnings,7,7,0,35
mpyemo,3207,exploring-jesus,21,21,0,35
mro,53346,meaning-and-purpose,18,18,0,35
mro,53346,hope-and-perseverance,16,16,0,35
mro,53346,love-and-belonging,12,12,0,35
mro,53346,forgiveness-and-new-beginnings,7,7,0,35
mro,53346,exploring-jesus,21,21,0,35
mru,1251,meaning-and-purpose,18,18,0,35
mru,1251,hope-and-perseverance,16,16,0,35
mru,1251,love-and-belonging,12,12,0,35
mru,1251,forgiveness-and-new-beginnings,7,7,0,35
mru,1251,exploring-jesus,21,21,0,35
mualang,144156,meaning-and-purpose,18,18,0,35
mualang,144156,hope-and-perseverance,16,16,0,35
mualang,144156,love-and-belonging,12,12,0,35
mualang,144156,forgiveness-and-new-beginnings,7,7,0,35
mualang,144156,exploring-jesus,21,21,0,35
mumuye,2441,meaning-and-purpose,18,18,0,35
mumuye,2441,hope-and-perseverance,16,16,0,35
mumuye,2441,love-and-belonging,12,12,0,35
mumuye,2441,forgiveness-and-new-beginnings,7,7,0,35
mumuye,2441,exploring-jesus,21,21,0,35
muna,17462,meaning-and-purpose,18,18,0,35
muna,17462,hope-and-perseverance,16,16,0,35
muna,17462,love-and-belonging,12,12,0,35
muna,17462,forgiveness-and-new-beginnings,7,7,0,35
muna,17462,exploring-jesus,21,21,0,35
munda,100408,meaning-and-purpose,18,18,0,35
munda,100408,hope-and-perseverance,16,16,0,35
munda,100408,love-and-belonging,12,12,0,35
munda,100408,forgiveness-and-new-beginnings,7,7,0,35
munda,100408,exploring-jesus,21,21,0,35
mundang,2453,meaning-and-purpose,18,18,0,35
mundang,2453,hope-and-perseverance,16,16,0,35
mundang,2453,love-and-belonging,12,12,0,35
mundang,2453,forgiveness-and-new-beginnings,7,7,0,35
mundang,2453,exploring-jesus,21,21,0,35
mundani,2440,meaning-and-purpose,18,18,0,35
mundani,2440,hope-and-perseverance,16,16,0,35
mundani,2440,love-and-belonging,12,12,0,35
mundani,2440,forgiveness-and-new-beginnings,7,7,0,35
mundani,2440,exploring-jesus,21,21,0,35
mundari,1250,meaning-and-purpose,18,18,0,35
mundari,1250,hope-and-perseverance,16,16,0,35
mundari,1250,love-and-belonging,12,12,0,35
mundari,1250,forgiveness-and-new-beginnings,7,7,0,35
mundari,1250,exploring-jesus,21,21,0,35
mundari-south-sudan,127670,meaning-and-purpose,18,18,0,35
mundari-south-sudan,127670,hope-and-perseverance,16,16,0,35
mundari-south-sudan,127670,love-and-belonging,12,12,0,35
mundari-south-sudan,127670,forgiveness-and-new-beginnings,7,7,0,35
mundari-south-sudan,127670,exploring-jesus,21,21,0,35
mundu,184502,meaning-and-purpose,18,18,0,35
mundu,184502,hope-and-perseverance,16,16,0,35
mundu,184502,love-and-belonging,12,12,0,35
mundu,184502,forgiveness-and-new-beginnings,7,7,0,35
mundu,184502,exploring-jesus,21,21,0,35
munduruku,1821,meaning-and-purpose,18,18,0,35
munduruku,1821,hope-and-perseverance,16,16,0,35
munduruku,1821,love-and-belonging,12,12,0,35
munduruku,1821,forgiveness-and-new-beginnings,7,7,0,35
munduruku,1821,exploring-jesus,21,21,0,35
mungaka,2485,meaning-and-purpose,18,18,0,35
mungaka,2485,hope-and-perseverance,16,16,0,35
mungaka,2485,love-and-belonging,12,12,0,35
mungaka,2485,forgiveness-and-new-beginnings,7,7,0,35
mungaka,2485,exploring-jesus,21,21,0,35
munukutuba,4334,meaning-and-purpose,19,19,0,47
munukutuba,4334,hope-and-perseverance,19,18,1,48
munukutuba,4334,love-and-belonging,20,19,1,48
munukutuba,4334,forgiveness-and-new-beginnings,13,13,0,47
munukutuba,4334,exploring-jesus,26,26,0,47
muong,19191,meaning-and-purpose,23,23,0,56
muong,19191,hope-and-perseverance,26,26,0,56
muong,19191,love-and-belonging,20,19,1,57
muong,19191,forgiveness-and-new-beginnings,10,9,1,57
muong,19191,exploring-jesus,37,37,0,56
mupun,155934,meaning-and-purpose,18,18,0,35
mupun,155934,hope-and-perseverance,16,16,0,35
mupun,155934,love-and-belonging,12,12,0,35
mupun,155934,forgiveness-and-new-beginnings,7,7,0,35
mupun,155934,exploring-jesus,21,21,0,35
muria-eastern,98139,meaning-and-purpose,18,18,0,35
muria-eastern,98139,hope-and-perseverance,16,16,0,35
muria-eastern,98139,love-and-belonging,12,12,0,35
muria-eastern,98139,forgiveness-and-new-beginnings,7,7,0,35
muria-eastern,98139,exploring-jesus,21,21,0,35
muria-western,101474,meaning-and-purpose,18,18,0,35
muria-western,101474,hope-and-perseverance,16,16,0,35
muria-western,101474,love-and-belonging,12,12,0,35
muria-western,101474,forgiveness-and-new-beginnings,7,7,0,35
muria-western,101474,exploring-jesus,21,21,0,35
murle,4764,meaning-and-purpose,18,18,0,35
murle,4764,hope-and-perseverance,16,16,0,35
murle,4764,love-and-belonging,12,12,0,35
murle,4764,forgiveness-and-new-beginnings,7,7,0,35
murle,4764,exploring-jesus,21,21,0,35
musgu,2449,meaning-and-purpose,18,18,0,35
musgu,2449,hope-and-perseverance,16,16,0,35
musgu,2449,love-and-belonging,12,12,0,35
musgu,2449,forgiveness-and-new-beginnings,7,7,0,35
musgu,2449,exploring-jesus,21,21,0,35
muyang,2430,meaning-and-purpose,18,18,0,35
muyang,2430,hope-and-perseverance,16,16,0,35
muyang,2430,love-and-belonging,12,12,0,35
muyang,2430,forgiveness-and-new-beginnings,7,7,0,35
muyang,2430,exploring-jesus,21,21,0,35
mwaghavul,10021,meaning-and-purpose,18,18,0,39
mwaghavul,10021,hope-and-perseverance,17,17,0,39
mwaghavul,10021,love-and-belonging,14,14,0,39
mwaghavul,10021,forgiveness-and-new-beginnings,10,10,0,39
mwaghavul,10021,exploring-jesus,23,23,0,39
mwan,143863,meaning-and-purpose,18,18,0,35
mwan,143863,hope-and-perseverance,16,16,0,35
mwan,143863,love-and-belonging,12,12,0,35
mwan,143863,forgiveness-and-new-beginnings,7,7,0,35
mwan,143863,exploring-jesus,21,21,0,35
mwani,8486,meaning-and-purpose,18,18,0,35
mwani,8486,hope-and-perseverance,16,16,0,35
mwani,8486,love-and-belonging,12,12,0,35
mwani,8486,forgiveness-and-new-beginnings,7,7,0,35
mwani,8486,exploring-jesus,21,21,0,35
mwera,14124,meaning-and-purpose,18,18,0,35
mwera,14124,hope-and-perseverance,16,16,0,35
mwera,14124,love-and-belonging,12,12,0,35
mwera,14124,forgiveness-and-new-beginnings,7,7,0,35
mwera,14124,exploring-jesus,21,21,0,35
mwimbi-igoji-muthambi,7300,meaning-and-purpose,18,18,0,35
mwimbi-igoji-muthambi,7300,hope-and-perseverance,16,16,0,35
mwimbi-igoji-muthambi,7300,love-and-belonging,12,12,0,35
mwimbi-igoji-muthambi,7300,forgiveness-and-new-beginnings,7,7,0,35
mwimbi-igoji-muthambi,7300,exploring-jesus,21,21,0,35
naasioi,20061,meaning-and-purpose,18,18,0,35
naasioi,20061,hope-and-perseverance,16,16,0,35
naasioi,20061,love-and-belonging,12,12,0,35
naasioi,20061,forgiveness-and-new-beginnings,7,7,0,35
naasioi,20061,exploring-jesus,21,21,0,35
nafaanra,5228,meaning-and-purpose,18,18,0,35
nafaanra,5228,hope-and-perseverance,16,16,0,35
nafaanra,5228,love-and-belonging,12,12,0,35
nafaanra,5228,forgiveness-and-new-beginnings,7,7,0,35
nafaanra,5228,exploring-jesus,21,21,0,35
naga-angami,6071,meaning-and-purpose,18,18,0,35
naga-angami,6071,hope-and-perseverance,16,16,0,35
naga-angami,6071,love-and-belonging,12,12,0,35
naga-angami,6071,forgiveness-and-new-beginnings,7,7,0,35
naga-angami,6071,exploring-jesus,21,21,0,35
naga-chang,101847,meaning-and-purpose,18,18,0,35
naga-chang,101847,hope-and-perseverance,16,16,0,35
naga-chang,101847,love-and-belonging,12,12,0,35
naga-chang,101847,forgiveness-and-new-beginnings,7,7,0,35
naga-chang,101847,exploring-jesus,21,21,0,35
naga-chokri,101310,meaning-and-purpose,18,18,0,35
naga-chokri,101310,hope-and-perseverance,16,16,0,35
naga-chokri,101310,love-and-belonging,12,12,0,35
naga-chokri,101310,forgiveness-and-new-beginnings,7,7,0,35
naga-chokri,101310,exploring-jesus,21,21,0,35
naga-khezha,143890,meaning-and-purpose,18,18,0,35
naga-khezha,143890,hope-and-perseverance,16,16,0,35
naga-khezha,143890,love-and-belonging,12,12,0,35
naga-khezha,143890,forgiveness-and-new-beginnings,7,7,0,35
naga-khezha,143890,exploring-jesus,21,21,0,35
naga-konyak,6144,meaning-and-purpose,18,18,0,35
naga-konyak,6144,hope-and-perseverance,16,16,0,35
naga-konyak,6144,love-and-belonging,12,12,0,35
naga-konyak,6144,forgiveness-and-new-beginnings,7,7,0,35
naga-konyak,6144,exploring-jesus,21,21,0,35
naga-liangmai,143810,meaning-and-purpose,18,18,0,35
naga-liangmai,143810,hope-and-perseverance,16,16,0,35
naga-liangmai,143810,love-and-belonging,12,12,0,35
naga-liangmai,143810,forgiveness-and-new-beginnings,7,7,0,35
naga-liangmai,143810,exploring-jesus,21,21,0,35
naga-lotha,6079,meaning-and-purpose,18,18,0,35
naga-lotha,6079,hope-and-perseverance,16,16,0,35
naga-lotha,6079,love-and-belonging,12,12,0,35
naga-lotha,6079,forgiveness-and-new-beginnings,7,7,0,35
naga-lotha,6079,exploring-jesus,21,21,0,35
naga-mao,6110,meaning-and-purpose,18,18,0,35
naga-mao,6110,hope-and-perseverance,16,16,0,35
naga-mao,6110,love-and-belonging,12,12,0,35
naga-mao,6110,forgiveness-and-new-beginnings,7,7,0,35
naga-mao,6110,exploring-jesus,21,21,0,35
naga-rongmei,6108,meaning-and-purpose,18,18,0,35
naga-rongmei,6108,hope-and-perseverance,16,16,0,35
naga-rongmei,6108,love-and-belonging,12,12,0,35
naga-rongmei,6108,forgiveness-and-new-beginnings,7,7,0,35
naga-rongmei,6108,exploring-jesus,21,21,0,35
naga-sangtam,101316,meaning-and-purpose,18,18,0,35
naga-sangtam,101316,hope-and-perseverance,16,16,0,35
naga-sangtam,101316,love-and-belonging,12,12,0,35
naga-sangtam,101316,forgiveness-and-new-beginnings,7,7,0,35
naga-sangtam,101316,exploring-jesus,21,21,0,35
naga-sumi,144286,meaning-and-purpose,18,18,0,35
naga-sumi,144286,hope-and-perseverance,16,16,0,35
naga-sumi,144286,love-and-belonging,12,12,0,35
naga-sumi,144286,forgiveness-and-new-beginnings,7,7,0,35
naga-sumi,144286,exploring-jesus,21,21,0,35
naga-tangkhul,6044,meaning-and-purpose,18,18,0,35
naga-tangkhul,6044,hope-and-perseverance,16,16,0,35
naga-tangkhul,6044,love-and-belonging,12,12,0,35
naga-tangkhul,6044,forgiveness-and-new-beginnings,7,7,0,35
naga-tangkhul,6044,exploring-jesus,21,21,0,35
naga-yimchungru,100453,meaning-and-purpose,18,18,0,35
naga-yimchungru,100453,hope-and-perseverance,16,16,0,35
naga-yimchungru,100453,love-and-belonging,12,12,0,35
naga-yimchungru,100453,forgiveness-and-new-beginnings,7,7,0,35
naga-yimchungru,100453,exploring-jesus,21,21,0,35
naga-zeme,101677,meaning-and-purpose,18,18,0,35
naga-zeme,101677,hope-and-perseverance,16,16,0,35
naga-zeme,101677,love-and-belonging,12,12,0,35
naga-zeme,101677,forgiveness-and-new-beginnings,7,7,0,35
naga-zeme,101677,exploring-jesus,21,21,0,35
nagamese,20842,meaning-and-purpose,18,18,0,36
nagamese,20842,hope-and-perseverance,16,16,0,36
nagamese,20842,love-and-belonging,12,12,0,36
nagamese,20842,forgiveness-and-new-beginnings,8,8,0,36
nagamese,20842,exploring-jesus,22,22,0,36
nage,17269,meaning-and-purpose,18,18,0,35
nage,17269,hope-and-perseverance,16,16,0,35
nage,17269,love-and-belonging,12,12,0,35
nage,17269,forgiveness-and-new-beginnings,7,7,0,35
nage,17269,exploring-jesus,21,21,0,35
nago,1327,meaning-and-purpose,18,18,0,35
nago,1327,hope-and-perseverance,16,16,0,35
nago,1327,love-and-belonging,12,12,0,35
nago,1327,forgiveness-and-new-beginnings,7,7,0,35
nago,1327,exploring-jesus,21,21,0,35
nahuatl-central-huasteca,26419,meaning-and-purpose,23,23,0,56
nahuatl-central-huasteca,26419,hope-and-perseverance,26,26,0,56
nahuatl-central-huasteca,26419,love-and-belonging,20,19,1,57
nahuatl-central-huasteca,26419,forgiveness-and-new-beginnings,10,9,1,57
nahuatl-central-huasteca,26419,exploring-jesus,37,37,0,56
nahuatl-eastern-huasteca,8188,meaning-and-purpose,23,23,0,56
nahuatl-eastern-huasteca,8188,hope-and-perseverance,26,26,0,56
nahuatl-eastern-huasteca,8188,love-and-belonging,20,19,1,57
nahuatl-eastern-huasteca,8188,forgiveness-and-new-beginnings,10,9,1,57
nahuatl-eastern-huasteca,8188,exploring-jesus,37,37,0,56
nahuatl-isthmus-pajapan,143712,meaning-and-purpose,18,18,0,35
nahuatl-isthmus-pajapan,143712,hope-and-perseverance,16,16,0,35
nahuatl-isthmus-pajapan,143712,love-and-belonging,12,12,0,35
nahuatl-isthmus-pajapan,143712,forgiveness-and-new-beginnings,7,7,0,35
nahuatl-isthmus-pajapan,143712,exploring-jesus,21,21,0,35
nahuatl-michoacan,144766,meaning-and-purpose,18,18,0,35
nahuatl-michoacan,144766,hope-and-perseverance,16,16,0,35
nahuatl-michoacan,144766,love-and-belonging,12,12,0,35
nahuatl-michoacan,144766,forgiveness-and-new-beginnings,7,7,0,35
nahuatl-michoacan,144766,exploring-jesus,21,21,0,35
nahuatl-northern-puebla,144765,meaning-and-purpose,18,18,0,35
nahuatl-northern-puebla,144765,hope-and-perseverance,16,16,0,35
nahuatl-northern-puebla,144765,love-and-belonging,12,12,0,35
nahuatl-northern-puebla,144765,forgiveness-and-new-beginnings,7,7,0,35
nahuatl-northern-puebla,144765,exploring-jesus,21,21,0,35
nahuatl-orizaba,8164,meaning-and-purpose,23,23,0,57
nahuatl-orizaba,8164,hope-and-perseverance,26,26,0,57
nahuatl-orizaba,8164,love-and-belonging,20,19,1,58
nahuatl-orizaba,8164,forgiveness-and-new-beginnings,10,9,1,58
nahuatl-orizaba,8164,exploring-jesus,38,38,0,57
nahuatl-sierra-de-puebla,8336,meaning-and-purpose,18,18,0,35
nahuatl-sierra-de-puebla,8336,hope-and-perseverance,16,16,0,35
nahuatl-sierra-de-puebla,8336,love-and-belonging,12,12,0,35
nahuatl-sierra-de-puebla,8336,forgiveness-and-new-beginnings,7,7,0,35
nahuatl-sierra-de-puebla,8336,exploring-jesus,21,21,0,35
nahuatl-southeast-puebla,8173,meaning-and-purpose,18,18,0,35
nahuatl-southeast-puebla,8173,hope-and-perseverance,16,16,0,35
nahuatl-southeast-puebla,8173,love-and-belonging,12,12,0,35
nahuatl-southeast-puebla,8173,forgiveness-and-new-beginnings,7,7,0,35
nahuatl-southeast-puebla,8173,exploring-jesus,21,21,0,35
nahuatl-western-huasteca,8170,meaning-and-purpose,23,23,0,56
nahuatl-western-huasteca,8170,hope-and-perseverance,26,26,0,56
nahuatl-western-huasteca,8170,love-and-belonging,20,19,1,57
nahuatl-western-huasteca,8170,forgiveness-and-new-beginnings,10,9,1,57
nahuatl-western-huasteca,8170,exploring-jesus,37,37,0,56
nahuatl-zacatlan-ahuacatlan-tepetzintla,143707,meaning-and-purpose,18,18,0,35
nahuatl-zacatlan-ahuacatlan-tepetzintla,143707,hope-and-perseverance,16,16,0,35
nahuatl-zacatlan-ahuacatlan-tepetzintla,143707,love-and-belonging,12,12,0,35
nahuatl-zacatlan-ahuacatlan-tepetzintla,143707,forgiveness-and-new-beginnings,7,7,0,35
nahuatl-zacatlan-ahuacatlan-tepetzintla,143707,exploring-jesus,21,21,0,35
nakanai,11536,meaning-and-purpose,18,18,0,35
nakanai,11536,hope-and-perseverance,16,16,0,35
nakanai,11536,love-and-belonging,12,12,0,35
nakanai,11536,forgiveness-and-new-beginnings,7,7,0,35
nakanai,11536,exploring-jesus,21,21,0,35
nalca,16214,meaning-and-purpose,18,18,0,35
nalca,16214,hope-and-perseverance,16,16,0,35
nalca,16214,love-and-belonging,12,12,0,35
nalca,16214,forgiveness-and-new-beginnings,7,7,0,35
nalca,16214,exploring-jesus,21,21,0,35
nama,144017,meaning-and-purpose,18,18,0,35
nama,144017,hope-and-perseverance,16,16,0,35
nama,144017,love-and-belonging,12,12,0,35
nama,144017,forgiveness-and-new-beginnings,7,7,0,35
nama,144017,exploring-jesus,21,21,0,35
nambikuara-southern,1816,meaning-and-purpose,18,18,0,35
nambikuara-southern,1816,hope-and-perseverance,16,16,0,35
nambikuara-southern,1816,love-and-belonging,12,12,0,35
nambikuara-southern,1816,forgiveness-and-new-beginnings,7,7,0,35
nambikuara-southern,1816,exploring-jesus,21,21,0,35
nambya,15865,meaning-and-purpose,18,18,0,35
nambya,15865,hope-and-perseverance,16,16,0,35
nambya,15865,love-and-belonging,12,12,0,35
nambya,15865,forgiveness-and-new-beginnings,7,7,0,35
nambya,15865,exploring-jesus,21,21,0,35
namiae,144455,meaning-and-purpose,18,18,0,35
namiae,144455,hope-and-perseverance,16,16,0,35
namiae,144455,love-and-belonging,12,12,0,35
namiae,144455,forgiveness-and-new-beginnings,7,7,0,35
namiae,144455,exploring-jesus,21,21,0,35
namwanga,53095,meaning-and-purpose,18,18,0,35
namwanga,53095,hope-and-perseverance,16,16,0,35
namwanga,53095,love-and-belonging,12,12,0,35
namwanga,53095,forgiveness-and-new-beginnings,7,7,0,35
namwanga,53095,exploring-jesus,21,21,0,35
nandeva,169287,meaning-and-purpose,18,18,0,35
nandeva,169287,hope-and-perseverance,16,16,0,35
nandeva,169287,love-and-belonging,12,12,0,35
nandeva,169287,forgiveness-and-new-beginnings,7,7,0,35
nandeva,169287,exploring-jesus,21,21,0,35
nandi,102324,meaning-and-purpose,18,18,0,35
nandi,102324,hope-and-perseverance,16,16,0,35
nandi,102324,love-and-belonging,12,12,0,35
nandi,102324,forgiveness-and-new-beginnings,7,7,0,35
nandi,102324,exploring-jesus,21,21,0,35
nangjere,37552,meaning-and-purpose,18,18,0,35
nangjere,37552,hope-and-perseverance,16,16,0,35
nangjere,37552,love-and-belonging,12,12,0,35
nangjere,37552,forgiveness-and-new-beginnings,7,7,0,35
nangjere,37552,exploring-jesus,21,21,0,35
napu,101301,meaning-and-purpose,18,18,0,35
napu,101301,hope-and-perseverance,16,16,0,35
napu,101301,love-and-belonging,12,12,0,35
napu,101301,forgiveness-and-new-beginnings,7,7,0,35
napu,101301,exploring-jesus,21,21,0,35
nasu-eastern,22847,meaning-and-purpose,23,23,0,57
nasu-eastern,22847,hope-and-perseverance,26,26,0,57
nasu-eastern,22847,love-and-belonging,20,19,1,58
nasu-eastern,22847,forgiveness-and-new-beginnings,10,9,1,58
nasu-eastern,22847,exploring-jesus,38,38,0,57
nauruan,8818,meaning-and-purpose,19,19,0,47
