audioLanguageSlug,coreLanguageId,sourcePublishedLeafVideos,sourcePublishedHlsLeafVideos,sourcePublishedHlsVideosAllLabels,curatedStartUnique,curatedUnionUnique,curatedStartWorkFamilies,curatedStartStoryGroups,curatedStartMedianDubAtMost15m,curatedStartFeatureFilms,startMeets6,startMeets30,unionMeets30,adminValidatedUnique,identityStatus,pool_meaning-and-purpose,pool_hope-and-perseverance,pool_love-and-belonging,pool_forgiveness-and-new-beginnings,pool_exploring-jesus
langilan-manobo,185340,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lango-south-sudan,143747,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lango-uganda,19884,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lao,7411,157,157,159,71,73,15,68,68,3,True,True,True,0,core_only,25,30,30,16,44
laro,143834,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lashi,4045,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
latvian,7519,80,80,80,38,38,4,37,36,2,True,True,True,0,core_only,18,17,13,8,23
lawangan,16805,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lebanese-sign-language,139080,2,2,2,1,1,1,1,0,1,False,False,False,0,core_only,0,0,1,0,1
lebanese-syrian-arabic,156811,11,11,11,10,10,2,10,10,0,True,False,False,0,core_only,3,1,3,3,9
ledo-ija,17492,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ledo-taa,185194,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
legbo,9291,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lelemi,5251,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lendu,15615,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lenje,19898,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lepcha,1352,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lepki,143827,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lesser-antillean-creole-french,4472,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
letuama-tanimuca,41117,1,1,1,1,1,1,1,0,1,False,False,False,0,core_only,0,0,0,0,1
levantine-turkmen,53345,65,65,65,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
levuka,144034,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lewo,144042,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lewo-eleng,144036,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lezgi,1127,65,65,65,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lhao-vo,23044,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lhasa-tibetan,21795,84,84,84,41,41,3,40,39,2,True,True,True,0,core_only,19,18,13,9,26
li-bendi,23019,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
li-qi,22838,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lihir,141789,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lik,184626,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lika,15395,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
likoonl,108321,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
limba-tonko-sella,184933,69,69,69,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
limba-west-central,13110,0,0,0,0,0,0,0,0,0,False,False,False,0,core_only,0,0,0,0,0
limbu,6259,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
limbum,2565,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lingala,4344,236,236,238,104,106,17,103,98,2,True,True,True,0,core_only,41,44,46,29,51
lingao,3964,78,78,78,36,36,2,35,34,2,True,True,True,0,core_only,18,16,12,7,22
lio,24211,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lipo-eastern,22839,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lipovan,185230,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lis-ma-ron,53423,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lisu,19908,65,65,65,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lithuanian,7698,192,192,194,81,83,18,79,78,3,True,True,True,0,core_only,28,33,32,17,50
lobala,4343,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lobi,143751,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
logo,15383,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lokaa,23154,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
loko,19922,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
lokpa,176838,135,135,135,61,62,4,59,54,3,True,True,True,0,core_only,23,27,22,13,40
lolo,27261,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
loloda,16906,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
loma,7584,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lomwe,7790,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
longuda,9506,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lopit,13664,115,115,115,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
lorung-northern,99260,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lote,11092,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lower-daga,146764,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lozi,8799,69,69,69,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
lubu,17732,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lubwisi,22203,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
luchazi,555,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
luganda,20675,260,260,262,114,116,19,112,107,3,True,True,True,0,core_only,43,45,49,32,60
lugbara,23981,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
lughuru,132358,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lukabaras,99311,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lukpa,1305,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lumasaba,20815,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lumun,141728,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lunda,573,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lundayeh,1918,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lungga,141767,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
luo,19936,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
luragoli,20785,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
luri-luristan-province-iran,23743,61,61,61,34,34,1,34,33,1,True,True,True,0,core_only,17,16,12,7,20
lusoga,20926,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
lutos,143542,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
luvale,554,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
luwo,13915,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
luwu-tae,144740,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
lyele,2035,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
maanyan,16781,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
maasai,7309,121,121,121,60,61,3,59,54,2,True,True,True,0,core_only,23,27,22,13,39
maay,13376,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
macedonian,20796,152,152,154,69,71,13,67,66,3,True,True,True,0,core_only,24,29,28,16,43
mada,19951,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
madi,13893,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
madi-okollo,139183,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
madura,13183,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mafa,2556,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
magahi,6186,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
magar-eastern,1371,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
magar-western,9030,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
magindanaon,12635,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
mahasu-pahari,184487,70,70,70,40,40,2,40,39,1,True,True,True,0,core_only,19,18,13,9,25
mai-brat,16176,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mailu,144630,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
maithili,6199,78,78,78,36,36,2,35,34,2,True,True,True,0,core_only,18,16,12,7,22
maithili-nepal,184939,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
maiwa,20324,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
majang,143881,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
majhi,143400,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
makaa,2530,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
makasar,21248,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
makhau-tanzania,184505,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
makhuwa,142483,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
makoma,151261,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
makonde-mozambique,8433,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
makonde-tanzania,184494,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mal-paharia,6210,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
malagasy,7761,161,161,163,74,76,15,72,67,3,True,True,True,0,core_only,25,30,31,19,45
malagasy-antankarana,7750,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
malagasy-antesaka,139117,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
malagasy-northern-betsimisaraka,26664,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
malagasy-southern-betsimisaraka,27226,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
malagasy-tanosy,26972,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
malango-teha,143497,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
malay,1927,252,252,254,101,102,30,99,97,4,True,True,True,0,core_only,40,38,40,28,52
malay-ambonese,16891,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
malay-bukit,16883,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
malay-jambi,17753,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
malay-kota-bangun-kutai,16777,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
malay-north-moluccan,16900,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
malay-papuan,100882,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
malay-pattani,14386,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
malay-tenggarong-kutai,16695,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
malayalam,19985,289,289,289,110,111,13,108,107,3,True,True,True,0,core_only,47,44,43,24,60
malayic-dayak,143339,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
male,4768,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
malila,14260,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
malinke-kenieba,184646,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
malinke-kita,184647,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
malkangiri-koya,148910,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
malo,4767,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
maltese,7885,152,152,154,69,71,13,67,66,3,True,True,True,0,core_only,24,29,28,16,43
malvi,6171,69,69,69,39,39,2,39,38,1,True,True,True,0,core_only,19,18,13,8,24
mam-central,5408,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mam-northern,5427,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
mam-tajumulco,5410,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mamainde,99766,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mamasa,17616,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mambilla,175157,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mambwe-lungu,14259,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mampruli,5240,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mamuju,20025,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mamusi,141311,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
manado,24314,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
manambu,143488,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
manda,101919,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mandar,17471,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mandara,11230,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mandara-cameroon,144476,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
mandarin-china,20615,564,564,566,162,164,49,156,156,6,True,True,True,0,core_only,61,59,60,39,91
mandarin-taiwan,23221,147,147,147,68,69,10,64,65,3,True,True,True,0,core_only,27,30,24,13,44
mandeali,6242,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mandinka,5040,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mandja,3171,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
manga,42106,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
mangalorean-konkani,164216,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mangbetu,14749,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
manggarai,17282,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mangghuer-wuge,139111,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mango,26152,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
maninka,5450,93,93,95,52,53,12,51,51,1,True,True,True,0,core_only,20,21,21,15,30
maninka-konyanka,24413,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
manjaku,23979,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mankanya,5042,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mano,5472,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
manobo-ata,12850,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
manobo-dibabawon,144211,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
manobo-ilianen,144214,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
manobo-matigsalug,12640,115,115,115,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
manobo-sarangani,99564,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
manobo-tagabawa,12839,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
manobo-western-bukidnon,144210,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mansoanka,5038,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
manyika,8456,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
maonan,4031,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
maori,9198,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mapudungun,644,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
maquiritari,144295,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
marakwet,24410,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
maram-naga,184815,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
maranao,12624,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
marathi,6174,294,294,294,109,110,12,105,105,4,True,True,True,0,core_only,45,45,44,25,61
marba,3534,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mardini,23800,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
marghi-central,9495,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
margi-south,139128,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mari-low,18489,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
maria,6178,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
maria-dandami,6558,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
markweeta,140520,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
marma,101788,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
maro,99303,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
marshallese,7889,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
marwari,6209,76,76,76,36,36,2,35,34,2,True,True,True,0,core_only,18,16,12,7,22
marwari-northern,10527,61,61,61,34,34,1,34,33,1,True,True,True,0,core_only,17,16,12,7,20
marwari-southern,10528,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
masalit,3531,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
masana,2538,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
masbatenyo,12622,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mashami-chagga,24142,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mashi,20919,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
masikoro,23196,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
maskelynes,141436,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
matal,101827,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
matengo,14255,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mato,144465,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
matses,1604,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
matsigenka,173888,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
matumbi,14254,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mawae,152300,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mawchi,19988,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
maxakali,1608,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mayan,21012,130,130,130,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
mayangna,142395,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mayogo,15329,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mazagway-hidi,176144,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mazahua,8241,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mazanderani,6793,54,54,54,30,31,1,30,29,1,True,True,True,0,core_only,8,15,13,6,21
mazateco-huautla-de-jimenez,8245,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mba,144472,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mbala,19953,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mbandja,143356,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mbe,101833,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mbelime,100953,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mbembe-cross-river,9473,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mbembe-tigon,2329,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mbosi,4336,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mbugwe,144632,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mbuko,100947,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mbukushu,570,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mbula,9490,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
medlpa,11668,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
medumba,2871,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
meen,144517,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
meitei,143789,131,131,131,58,59,4,56,55,3,True,True,True,0,core_only,23,26,20,11,39
mekeo,144461,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mele-fila,144425,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
melpa,101718,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mende,7577,103,103,105,52,53,13,51,46,2,True,True,True,0,core_only,19,20,22,16,29
mentawai,17797,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mephaa,20977,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mephaa-de-acatapec,184853,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mephaa-de-huitzapula,184831,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
meqa,101396,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
merey,101729,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
merwari,99886,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mewari,20814,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mexican-sign-language,8230,1,1,1,1,1,1,1,0,1,False,False,False,0,core_only,0,0,0,0,1
meyah,144460,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mgbolizhia,53313,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
miao-central-mashan,140982,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
miao-chuanqiandian-cluster,140246,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
miao-eastern-qiandong,144869,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
miao-huishui-northern,22842,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
miao-northern-qiandong,140948,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
miao-small-flowery,142333,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
miao-southern-qiandong,140985,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
migili,32122,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
miju-mishmi,144427,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
minangkabau,17695,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mingrelian,5076,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
minianka,20917,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mirgan,5935,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mising,24177,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
miskito,5527,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mixe-coatlan,8235,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mixe-del-istmo,8295,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mixtec-amoltepec,144228,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mixtec-ayutla,26162,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mixtec-magdalena-penasco,142146,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mixteco-alacatlatzala,8299,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mixteco-central-juxtlahuaca,8038,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mixteco-cuquila-ocotepec,184833,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mixteco-diuxi-tilantongo,8294,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mixteco-eastern,8303,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
