audioLanguageSlug,coreLanguageId,sourcePublishedLeafVideos,sourcePublishedHlsLeafVideos,sourcePublishedHlsVideosAllLabels,curatedStartUnique,curatedUnionUnique,curatedStartWorkFamilies,curatedStartStoryGroups,curatedStartMedianDubAtMost15m,curatedStartFeatureFilms,startMeets6,startMeets30,unionMeets30,adminValidatedUnique,identityStatus,pool_meaning-and-purpose,pool_hope-and-perseverance,pool_love-and-belonging,pool_forgiveness-and-new-beginnings,pool_exploring-jesus
mixteco-metlatonoc,8193,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mixteco-monte-verde,23992,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mixteco-northwest-oaxaca,8202,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mixteco-potoichan,184832,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mixteco-santa-maria-apasco,8296,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mixteco-silacayoapan,8287,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mixteco-southern-puebla,8293,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mixteco-terroro-venado,24007,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
miya,9461,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mizo-lushai,23578,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mmen,139817,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mnong-central,2159,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mnong-rlam,19200,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
moba,2029,121,121,121,60,61,3,59,54,2,True,True,True,0,core_only,23,27,22,13,39
mochi,144705,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
modole,17075,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mofu-gudur,23922,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
moken,101562,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
moksha,18487,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
molbog,12603,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
moma,101665,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mon,20010,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mongo-nkundu,15300,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mongolian-halh,18259,230,230,232,82,84,18,80,79,3,True,True,True,0,core_only,28,30,32,20,54
mongondow,17467,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mono,20007,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
moore,2028,143,143,145,72,74,13,71,66,2,True,True,True,0,core_only,24,30,30,19,44
moro,13889,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
moru,13901,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mosiye,140404,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mouwase,141066,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mpoto,7791,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mpyemo,3207,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mro,53346,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mru,1251,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mualang,144156,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mumuye,2441,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
muna,17462,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
munda,100408,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mundang,2453,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mundani,2440,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mundari,1250,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mundari-south-sudan,127670,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mundu,184502,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
munduruku,1821,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mungaka,2485,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
munukutuba,4334,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
muong,19191,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
mupun,155934,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
muria-eastern,98139,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
muria-western,101474,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
murle,4764,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
musgu,2449,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
muyang,2430,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mwaghavul,10021,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
mwan,143863,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mwani,8486,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mwera,14124,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
mwimbi-igoji-muthambi,7300,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
naasioi,20061,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nafaanra,5228,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
naga-angami,6071,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
naga-chang,101847,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
naga-chokri,101310,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
naga-khezha,143890,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
naga-konyak,6144,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
naga-liangmai,143810,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
naga-lotha,6079,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
naga-mao,6110,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
naga-rongmei,6108,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
naga-sangtam,101316,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
naga-sumi,144286,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
naga-tangkhul,6044,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
naga-yimchungru,100453,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
naga-zeme,101677,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nagamese,20842,64,64,64,36,36,2,36,35,1,True,True,True,0,core_only,18,16,12,8,22
nage,17269,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nago,1327,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nahuatl-central-huasteca,26419,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
nahuatl-eastern-huasteca,8188,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
nahuatl-isthmus-pajapan,143712,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nahuatl-michoacan,144766,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nahuatl-northern-puebla,144765,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nahuatl-orizaba,8164,130,130,130,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
nahuatl-sierra-de-puebla,8336,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nahuatl-southeast-puebla,8173,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nahuatl-western-huasteca,8170,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
nahuatl-zacatlan-ahuacatlan-tepetzintla,143707,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nakanai,11536,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nalca,16214,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nama,144017,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nambikuara-southern,1816,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nambya,15865,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
namiae,144455,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
namwanga,53095,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nandeva,169287,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nandi,102324,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nangjere,37552,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
napu,101301,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nasu-eastern,22847,130,130,130,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
nauruan,8818,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
navaho,19097,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nawary,427,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nawdm,5220,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
naxi,3974,72,72,72,40,40,2,40,39,1,True,True,True,0,core_only,19,18,13,9,25
ndali,20070,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ndamba,14117,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ndau,8441,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ndebele-northern,20851,143,143,145,72,74,13,71,66,2,True,True,True,0,core_only,24,30,30,19,44
ndebele-southern,20852,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ndendeule,14271,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ndogo,13876,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ndokwa-ukwuani,142180,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ndola,176097,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ndrulo,139155,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ndruna,24295,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ndut,143453,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nembe,9731,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nepali,1370,255,255,257,104,106,24,100,99,5,True,True,True,0,core_only,39,45,42,27,57
nethakani,139167,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
new-zealand-sign-language,9194,1,1,1,1,1,1,1,0,1,False,False,False,0,core_only,0,0,0,0,1
newari,6093,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ngada,144528,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ngakarimojong,20736,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
ngambay,2303,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ngamo,9410,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ngas,22193,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ngbaka,4327,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ngbandi,15269,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ngbandi-ngiri,26416,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ngbugu,53433,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
nghlawa,184630,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ngiemboon,2348,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ngindo,14108,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ngizim,9396,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ngomba,2344,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ngombale,2357,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ngombe,20077,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ngombe-north,184944,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ngombe-south,184943,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ngonde,184510,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ngulu,14115,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nguna,149957,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ngungwel,143643,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nias,20089,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nigerian-pidgin-english,22176,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
nimadi,6029,70,70,70,40,40,2,40,39,1,True,True,True,0,core_only,19,18,13,9,25
ninzo,27269,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nisu-northern,142610,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nivacle,140010,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
njebi,4312,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nkim-nkum,184584,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nkoya,15739,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nogai,18634,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
noiri,101184,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nomane,144116,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
noon,142878,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
noone,2364,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
north-gumuz,184659,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
norwegian-bokmal,10393,110,110,110,47,47,7,46,45,2,True,True,True,0,core_only,20,21,22,12,19
nosu-shengzha,3732,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nosu-tianba,22928,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nosu-yinuo,22929,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
notsi,144763,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nsenga,8464,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nta,152629,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ntcham,5171,121,121,121,60,61,3,59,54,2,True,True,True,0,core_only,23,27,22,13,39
nuer,4752,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
numanggang,11479,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nung,7481,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nuni-southern,2021,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nupe,9384,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
nusa-penida,185193,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nyala,100971,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nyamboa,184629,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nyamwezi,14089,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nyaneka,588,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nyanga,15224,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nyangatom,144101,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nyaturu,14248,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nyiramba,24140,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nyishi,22564,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nyole,14731,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nyungwe,8523,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nzakara,3161,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nzanyi,2363,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
nzema,5213,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
oadki,184811,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
obamba,185226,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
obe-nrung-ene,184632,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
obo-manobo,53403,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
obolo,10364,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
od-rajput,184537,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
odiya,184528,237,237,237,89,90,7,87,86,3,True,True,True,0,core_only,40,40,36,20,45
ogan,17785,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ogea,12186,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ogoni,21236,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ojibwa-western,3001,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
okiek,7266,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
okinawan-central,7103,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
okpe,144693,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
okpella,181696,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
okrika,9346,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
oku,144701,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
olukwumi,142183,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
olulumo-ikom,141024,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
olunyole,144539,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
olutachoni,99504,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
omi,15220,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
omwunra-toqura,155279,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
oniyan,139945,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ono,144792,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
orang-seletar,143459,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
oriya-adivasi,143460,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
oro-wari-2,171627,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
orokaiva,144702,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
oroko,97247,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
oromo-borana-arsi-guji,4700,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
oromo-eastern,140928,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
oromo-west-central,4695,136,136,136,62,63,5,60,54,4,True,True,True,0,core_only,23,27,22,13,41
osetin,5089,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
osing,16640,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ososo,143465,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ot-danum,143469,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
otetela,20965,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
otomi-eastern,8156,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
otomi-mezquital,8158,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
otomi-western,8154,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
otoro,143475,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
otuho-lotuko,53422,61,61,61,34,34,1,34,33,1,True,True,True,0,core_only,17,16,12,7,20
owa,143295,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
oyda,143568,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
paama,143851,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
padoe,143600,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
paez,4181,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
pagabete,143573,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
pagoe,20138,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
pak-pak-dairi,21637,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
palamua,184571,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
palauan,10589,86,86,88,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
palaung-pale,3957,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
palaung-rumai,3936,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
palembang,17774,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
palikur,143846,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
pame-central,8145,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
pamona,19521,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
panare,15088,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
panchpargania,23403,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
pangasinan,12606,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
pangwa,14084,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
pangwali,143668,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
paniya,5969,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
panjabi-western,5949,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
pao,21662,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
papel,5446,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
papiamentu,9131,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
parakana,184475,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
paranan,12518,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
pardhan,5968,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
pardhi,5960,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
parecis,1794,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
pasaale,5209,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
pasemah,17773,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
pashto-eastern-afghan,184820,126,126,126,66,67,12,65,63,3,True,True,True,0,core_only,25,28,21,13,46
pashto-southern,10519,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
